0.0396,0.13758,0.00235,0.01121,0.00082,0.00285,0.00466,0.00508,0.09436,0.31293,0.23869,0.21296,0.00065,0.18323,0.04599,0.01004,0.00018,0.00028,0.00011,0.00039,0.00045,0.0014,0.00081,0.00329,0.00052,0.01214,0.00045,0.00065,0.00107,0.00058,0.00064,0.00116,0.00085,0.00016,0.00027,0.00047,0.00079,0.00208,0.00059,0.0004,0.00272,0.00609,0.00352,0.01297,0.00572,0.00077,0.00146,0.00027,0.00021,0.00909,0.00343,0.00227,0.00203,0.0025,0.00202,0.00053,0.00141,0.00132,0.00089,0.02325,0.07661,0.00321,0.00133,0.00131,0.00105,0.00432,3E-05,0.00012,0.00012,6E-05,0.00222,0.00019,0.00021,0.00018,7E-05,0.00217,0.00129,0.00317,0.00254,0.00102,0.00146,0.01083,0.00818,0.0024,0.00593,0.0027,0.00351,0.0003,0.00039
0.00413,0.09558,0.0007,0.00354,0.00043,0.00111,0.00323,0.00148,0.22446,0.0003,0.19736,0.01529,0.0017,0.0002,0.0036,0.00227,0.0001,0.00043,8E-05,0.00026,0.00036,0.00084,0.00046,0.00556,0.00218,0.00365,0.00787,0.00162,0.0005,0.00039,0.00074,0.00102,0.00043,0.00019,0.00064,0.00048,0.00048,0.00154,0.00025,0.00037,0.00189,0.00469,0.00211,0.00978,0.00477,0.00032,0.00072,3E-05,4E-05,0.00099,0.00079,0.00159,0.00167,0.0019,0.00081,0.00037,0.00064,0.00077,0.00072,0.00835,0.02743,0.0013,0.00022,0.0009,0.00049,0.00126,2E-05,0.0001,0.00014,5E-05,0.00142,2E-05,1E-05,2E-05,1E-05,0.00089,0.00054,0.00221,0.00176,0.0032,0.00029,0.0043,0.00172,0.00105,0.00153,0.001,0.00169,3E-05,7E-05
0.00014,1E-05,3E-05,1E-05,1E-05,3E-05,0.00018,4E-05,0,0,0,9E-05,0,1E-05,0.00011,4E-05,0,0,0,0.0204,0,4E-05,2E-05,0,3E-05,0,0,0,1E-05,0,0,3E-05,1E-05,0,0,1E-05,5E-05,8E-05,0,0,0.0001,0.00027,8E-05,0.00052,0.00027,1E-05,0,0,0.0001,0.0001,3E-05,8E-05,0.0001,0.0001,3E-05,2E-05,1E-05,4E-05,4E-05,0,0,8E-05,1E-05,5E-05,2E-05,7E-05,0,1E-05,0,0,6E-05,0,0,0,0,7E-05,3E-05,0,9E-05,1E-05,1E-05,6E-05,2E-05,2E-05,1E-05,0,6E-05,0,0
7E-05,0.00062,0.00091,0.03325,9E-05,0.00028,0.00017,0.00038,0.03567,3E-05,4E-05,6E-05,0.0001,5E-05,4E-05,5E-05,0.00048,5E-05,2E-05,5E-05,0.00012,0.00019,7E-05,0.00044,6E-05,8E-05,0.00079,9E-05,0.00013,0.0002,0.00013,0.00311,0.00013,3E-05,4E-05,7E-05,8E-05,8E-05,9E-05,0.00496,0.00015,0.00014,0.00031,0.00097,0.00099,3E-05,4E-05,0.00011,7E-05,0.00023,0.00037,0.00011,5E-05,0.00021,0.00019,8E-05,0.00019,0.00013,8E-05,0.0032,0.01051,6E-05,0.0001,0.00014,0.00013,6E-05,0,0,2E-05,7E-05,0.00014,0.00016,0.00023,0.00018,0.00012,9E-05,0.00012,9E-05,0.00015,5E-05,0.00019,0.00136,0.00095,0.00036,0.00024,0.0004,0.0005,0.00018,0.00035
0.01223,0.0014,0.00229,0.00271,0.0009,0.00221,0.0154,0.00328,0.00047,8E-05,0.00026,0.00055,0.00024,0.00056,0.00056,0.00377,0.00036,6E-05,0.00038,0.00038,9E-05,0.00326,0.25846,0.01764,0.19698,0.00029,0.00044,0.00054,0.00097,0.00268,0.00069,0.00301,0.00115,0.00016,0.00017,0.00047,0.00131,0.00747,0.00013,0.0002,0.00866,0.02388,0.03649,0.04652,0.0241,0.0008,0.00083,0.00109,0.00051,0.00641,0.00195,0.01084,0.01528,0.00889,0.00373,0.00224,0.00077,0.00316,0.00363,0.00103,0.00314,0.00639,0.00065,0.00403,0.00119,0.00641,0.00012,0.00049,0.00025,0.00096,0.00499,1E-05,4E-05,1E-05,3E-05,0.00416,0.00272,0.00062,0.00761,0.00104,0.00283,0.00549,0.00352,0.00209,0.00136,0.00033,0.00577,1E-05,0.00019
1E-05,0,0,0,0,0,1E-05,0,0,0,0,3E-05,0,0,0,0,0,0,0,0,1E-05,0,0,7E-05,4E-05,0,0,0,0,0.00264,0.00034,0,0,0,0,0,0,0,0,0,0,1E-05,0,2E-05,1E-05,0,0,0,0,0,0,0,0,1E-05,0,2E-05,0,0,0,0,0,1E-05,0,0,0,1E-05,0,0,0,0,0,0,0,0,0,1E-05,0,0,0,0,0,0,0,0,1E-05,0,0,1E-05,0
0.00018,2E-05,5E-05,2E-05,2E-05,5E-05,0.04335,9E-05,1E-05,0,1E-05,2E-05,1E-05,1E-05,2E-05,6E-05,1E-05,1E-05,1E-05,1E-05,2E-05,5E-05,2E-05,2E-05,3E-05,1E-05,2E-05,0.00012,0.00918,0.12195,0.19947,7E-05,0.00015,1E-05,1E-05,2E-05,2E-05,0.00012,1E-05,1E-05,0.00013,0.00046,0.00011,0.0007,0.00035,4E-05,2E-05,1E-05,1E-05,0.00033,8E-05,0.00011,0.00012,0.00022,5E-05,0.00012,7E-05,6E-05,6E-05,2E-05,2E-05,0.00015,0.00011,8E-05,3E-05,0.00012,0,1E-05,1E-05,2E-05,0.0001,2E-05,2E-05,2E-05,1E-05,0.0001,6E-05,0,0.00012,3E-05,4E-05,0.00011,5E-05,3E-05,5E-05,1E-05,0.0001,5E-05,3E-05
0.00054,0.00064,7E-05,0.00079,2E-05,7E-05,0.00022,0.0022,2E-05,1E-05,0.00022,0.00354,3E-05,1E-05,3E-05,5E-05,2E-05,1E-05,1E-05,2E-05,3E-05,0.00021,7E-05,0.00026,0.00072,2E-05,6E-05,0.01807,0.07225,0.00011,6E-05,0.00125,3E-05,7E-05,0.00022,9E-05,3E-05,0.00011,2E-05,4E-05,0.0001,0.00037,9E-05,0.00054,0.00025,0.00971,0.00862,5E-05,9E-05,0.00025,6E-05,7E-05,8E-05,0.00023,6E-05,0.00014,0.00012,0.0001,5E-05,0.00024,0.00011,0.00012,5E-05,0.00013,4E-05,0.00017,0.00018,0.00078,0.00195,0.00024,9E-05,5E-05,6E-05,4E-05,2E-05,0.00013,5E-05,0,8E-05,3E-05,0.00028,8E-05,0.00056,3E-05,0.0003,3E-05,0.0001,0.00017,0.00031
0.00125,0.00272,0.00218,0.00994,0.00117,0.00363,0.00262,0.00483,0.04613,0.00037,0.0038,0.04603,0.02338,0.0005,0.00048,0.00073,0.00045,0.00047,7E-05,0.00047,0.00071,0.00137,0.00097,0.00557,0.00051,0.00092,0.00097,0.00101,0.0012,0.00086,0.00054,0.00248,0.00116,0.00023,0.00041,0.00066,0.00095,0.00114,0.001,0.00323,0.0023,0.00246,0.00405,0.00806,0.00289,0.00105,0.00262,0.00022,0.00017,0.00087,0.00238,0.00163,0.00088,0.0017,0.00177,0.00034,0.00184,0.0011,0.00045,0.04168,0.13754,0.00085,0.00056,0.00099,0.00144,0.0007,1E-05,5E-05,4E-05,0.00013,0.00164,0.00021,0.00018,0.00025,0.00012,0.00086,0.00045,0.01292,0.00209,0.0001,0.00029,0.01696,0.00599,0.00374,0.00628,0.00478,0.00354,0.00032,0.00042
7E-05,0.01701,0.00075,0.00077,5E-05,0.00021,0.00014,0.00042,0.03405,0.21737,0.00435,0.02049,0.00901,3E-05,4E-05,6E-05,5E-05,3E-05,1E-05,3E-05,4E-05,7E-05,4E-05,0.00028,3E-05,5E-05,8E-05,5E-05,9E-05,6E-05,7E-05,0.00026,0.0001,2E-05,4E-05,6E-05,7E-05,6E-05,5E-05,0.00036,0.0003,0.00012,0.00018,0.00032,0.00014,9E-05,0.00021,3E-05,2E-05,0.00094,0.00025,7E-05,3E-05,7E-05,0.00014,4E-05,0.00013,6E-05,3E-05,0.00191,0.0063,0.00023,4E-05,5E-05,7E-05,3E-05,0,0,1E-05,2E-05,8E-05,3E-05,3E-05,4E-05,2E-05,7E-05,0.00012,0.00231,8E-05,1E-05,6E-05,0.0008,0.00115,0.00018,0.00022,0.00022,0.00016,4E-05,5E-05
